time,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,inval_lat
3.619,2469.4,349.332,81.9481,0.508483,0.0101759,74.9977
3.63,2475.85,349.356,81.9683,0.511143,0.0101773,74.9977
3.641,2482.3,349.38,81.9883,0.513811,0.0101787,74.9977
3.652,2488.75,349.404,82.0083,0.516485,0.0101801,74.9977
3.663,2495.2,349.428,82.0281,0.519166,0.0101815,74.9977
3.674,2501.65,349.453,82.0479,0.521855,0.0101829,74.9977
3.685,2508.11,349.477,82.0675,0.52455,0.0101843,74.9977
3.696,2514.56,349.502,82.0871,0.527252,0.0101858,74.9977
3.707,2521.01,349.527,82.1065,0.529961,0.0101872,74.9977
3.718,2527.46,349.551,82.1259,0.532677,0.0101887,74.9977
3.729,2533.91,349.577,82.1451,0.5354,0.0101901,74.9977
3.74,2540.36,349.602,82.1642,0.53813,0.0101916,74.9976
3.751,2546.82,349.627,82.1833,0.540866,0.0101931,74.9976
3.762,2553.27,349.652,82.2022,0.54361,0.0101946,74.9976
3.773,2559.72,349.678,82.2211,0.546361,0.010196,74.9976
3.784,2566.17,349.704,82.2398,0.549118,0.0101975,74.9976
3.795,2572.62,349.729,82.2585,0.551883,0.010199,74.9976
3.806,2579.07,349.755,82.2771,0.554654,0.0102006,74.9976
3.817,2585.52,349.781,82.2955,0.557433,0.0102021,74.9976
3.828,2591.98,349.808,82.3139,0.560218,0.0102036,74.9976
3.839,2598.43,349.834,82.3322,0.56301,0.0102051,74.9976
3.85,2604.88,349.86,82.3504,0.56581,0.0102067,74.9976
3.861,2611.33,349.887,82.3685,0.568616,0.0102082,74.9976
3.872,2617.78,349.914,82.3865,0.571429,0.0102098,74.9976
3.883,2624.23,349.94,82.4044,0.574249,0.0102114,74.9976
3.894,2630.69,349.967,82.4223,0.577076,0.0102129,74.9975
3.905,2637.14,349.995,82.44,0.57991,0.0102145,74.9975
3.916,2643.59,350.022,82.4577,0.582751,0.0102161,74.9975
3.927,2650.04,350.049,82.4752,0.585599,0.0102177,74.9975
3.938,2656.49,350.077,82.4927,0.588453,0.0102193,74.9975
3.949,2662.94,350.104,82.5101,0.591315,0.0102209,74.9975
3.96,2669.39,350.132,82.5274,0.594183,0.0102225,74.9975
3.971,2675.85,350.16,82.5447,0.597059,0.0102242,74.9975
3.982,2682.3,350.188,82.5618,0.599941,0.0102258,74.9975
3.993,2688.75,350.216,82.5789,0.602831,0.0102275,74.9975
4.004,2695.2,350.245,82.5958,0.605727,0.0102291,74.9975
4.015,2701.65,350.273,82.6127,0.608631,0.0102308,74.9975
4.026,2708.1,350.302,82.6295,0.611541,0.0102324,74.9975
4.037,2714.55,350.33,82.6463,0.614458,0.0102341,74.9975
4.048,2721.01,350.359,82.6629,0.617382,0.0102358,74.9974
4.059,2727.46,350.388,82.6795,0.620313,0.0102375,74.9974
4.07,2733.91,350.417,82.696,0.623251,0.0102392,74.9974
4.081,2740.36,350.447,82.7124,0.626196,0.0102409,74.9974
4.092,2746.81,350.476,82.7287,0.629148,0.0102426,74.9974
4.103,2753.26,350.506,82.745,0.632107,0.0102444,74.9974
4.114,2759.71,350.535,82.7611,0.635072,0.0102461,74.9974
4.125,2766.16,350.565,82.7772,0.638045,0.0102478,74.9974
4.136,2772.62,350.595,82.7932,0.641024,0.0102496,74.9974
